,Adjektiv,P(han),P(hun),Differanse
392,stiv,0.0035979892127215862,0.7743829372338951,-0.7707849480211735
393,storarta,0.0032486896961927414,0.6964029669761658,-0.693154277279973
394,storartet,0.0051322742365300655,0.6575099229812622,-0.6523776487447321
395,storslagen,0.004870508331805468,0.6846067309379578,-0.6797362226061523
396,straffbar,0.003483329899609089,0.8238899111747742,-0.8204065812751651
397,streng,0.004003462847322226,0.7775896191596985,-0.7735861563123763
398,stridlynt,0.0034045828506350517,0.820223331451416,-0.816818748600781
399,stupid,0.004498400259763002,0.754735911032185,-0.750237510772422
400,stygg,0.004162222612649202,0.8016508221626282,-0.797488599549979
401,stygg som juling,0.003882077755406499,0.7857681512832642,-0.7818860735278577
402,styrkemessig,0.0032670251093804836,0.7862676978111267,-0.7830006727017462
403,substantivisk,0.008115672506392002,0.6854962562210858,-0.6773805837146938
404,sumerisk,0.008618319407105446,0.8486356139183044,-0.840017294511199
405,superlativ,0.006786954123526812,0.7470669117756188,-0.740279957652092
406,svart,0.003350164508447051,0.8603585958480835,-0.8570084313396364
407,svær,0.003270713146775961,0.8281105756759644,-0.8248398625291884
408,sørlig,0.004041430540382862,0.8357093334197998,-0.8316679028794169
409,sørsamisk,0.0026915897615253925,0.8562228679656982,-0.8535312782041728
410,tadsjikisk,0.006204793229699135,0.8508718609809875,-0.8446670677512884
411,taiwanesisk,0.008070229552686214,0.7916832566261292,-0.7836130270734429
412,tallmessig,0.006698559504002333,0.6026890277862549,-0.5959904682822526
413,tanzaniansk,0.0056395637802779675,0.8110863566398621,-0.8054467928595841
414,teoretisk,0.004201039206236601,0.763237364590168,-0.7590363253839314
415,thailandsk,0.004873547703027725,0.8058958649635315,-0.8010223172605038
416,tjukk,0.007963375188410282,0.7690168619155884,-0.7610534867271781
417,todimensjonal,0.011437035165727139,0.6804116368293762,-0.6689746016636491
418,tom,0.005238814279437065,0.7880616188049316,-0.7828228045254946
419,toneangivende,0.004033875185996294,0.7285537123680115,-0.7245198371820152
420,topologisk,0.004680225159972906,0.7448997497558594,-0.7402195245958865
421,tradisjonell,0.005601762793958187,0.7557056546211243,-0.7501038918271661
422,tsjadisk,0.006047340109944344,0.8514147996902466,-0.8453674595803022
423,tung,0.0055753448978066444,0.8397847516462207,-0.834209406748414
424,tunghørt,0.004257456865161657,0.7979893088340759,-0.7937318519689143
425,tungrodd,0.0033130755182355642,0.8382620012853295,-0.8349489257670939
426,turkis,0.004552451428025961,0.8560361266136169,-0.851483675185591
427,turkmensk,0.0062617529183626175,0.7839794754981995,-0.7777177225798368
428,tuvalsk,0.0074228751473128796,0.8378531336784363,-0.8304302585311234
429,tynn,0.0041588228195905685,0.8432623744010925,-0.839103551581502
430,tåkete,0.004110109992325306,0.8201626539230347,-0.8160525439307094
431,tålmodig,0.002733172383159399,0.7435075640678406,-0.7407743916846812
432,ualminnelig,0.003943817690014839,0.796564519405365,-0.7926207017153502
433,uanstendig,0.0028642856050282717,0.8115410208702087,-0.8086767352651805
434,uavlatelig,0.0030277844052761793,0.7853333353996277,-0.7823055509943515
435,ubarmhjertig,0.0037905569188296795,0.7484339475631714,-0.7446433906443417
436,ubegavet,0.004680071957409382,0.7706809639930725,-0.7660008920356631
437,ubetrådt,0.0029997967649251223,0.820300281047821,-0.8173004842828959
438,ubøyelig,0.003807338187471032,0.7709754109382629,-0.7671680727507919
439,ufarlig,0.003274081274867058,0.8308930397033691,-0.8276189584285021
440,ufordragelig,0.004311719909310341,0.8032623529434204,-0.7989506330341101
441,uforholdsmessig,0.00361235230229795,0.8152814507484436,-0.8116690984461457
442,uforsonlig,0.0022872863337397575,0.8152122497558594,-0.8129249634221196
443,ufullendt,0.004657111596316099,0.7732912509236485,-0.7686341393273324
444,ugudelig,0.0054448917508125305,0.7801694273948669,-0.7747245356440544
445,uheldig,0.002621279563754797,0.8468036651611328,-0.844182385597378
446,uhorvelig,0.004460830707103014,0.776763916015625,-0.772303085308522
447,ulastelig,0.003934989683330059,0.7612015008926392,-0.7572665112093091
448,umake,0.005863436032086611,0.8022549748420715,-0.7963915388099849
449,umenneskelig,0.0026480855885893106,0.8144208290614188,-0.8117727434728295
450,umoden,0.0028885044157505035,0.7829878989141434,-0.7800993944983929
451,umulig,0.0034654769115149975,0.8038004636764526,-0.8003349867649376
452,underdanig,0.004328615497797728,0.7493335008621216,-0.7450048853643239
453,uoppmerksom,0.003296401584520936,0.8018438220024109,-0.79854742041789
454,uoversiktlig,0.002632320858538151,0.8275484442710876,-0.8249161234125495
455,uregelmessig,0.0032359908800572157,0.8544633984565735,-0.8512274075765163
456,urettferdig,0.0038240172434598207,0.7710655331611633,-0.7672415159177035
457,urugayansk,0.006410886533558369,0.8539705276489258,-0.8475596411153674
458,usjenert,0.0034786027390509844,0.7908400297164917,-0.7873614269774407
459,uspist,0.002447612816467881,0.815007746219635,-0.8125601334031671
460,usymmetrisk,0.004964819177985191,0.7326270341873169,-0.7276622150093317
461,utadvendt,0.003151844721287489,0.746955394744873,-0.7438035500235856
462,utellelig,0.0025875947903841734,0.836650013923645,-0.8340624191332608
463,utilbørlig,0.0038095125928521156,0.7698488831520081,-0.7660393705591559
464,uutholdelig,0.0021056225523352623,0.8069929480552673,-0.8048873255029321
465,uvanlig,0.004342618398368359,0.775846540927887,-0.7715039225295186
466,uvillig,0.0035887991543859243,0.7736120820045471,-0.7700232828501612
467,vanartet,0.005103517323732376,0.7714537978172302,-0.7663502804934978
468,vanhellig,0.005613668821752071,0.7947368025779724,-0.7891231337562203
469,vanlig,0.006005076225847006,0.7157818078994751,-0.7097767316736281
470,vanskelig,0.0031085454393178225,0.8056051731109619,-0.8024966276716441
471,vanvittig,0.004210432060062885,0.7918953895568848,-0.7876849574968219
472,veldig,0.0036313047166913748,0.8276958866044879,-0.8240645818877965
473,velfortjent,0.0030123984906822443,0.8089839220046997,-0.8059715235140175
474,velfungerende,0.004879838787019253,0.772310733795166,-0.7674308950081468
475,velgjørende,0.0031997093465179205,0.7446944117546082,-0.7414947024080902
476,velmenende,0.003162591950967908,0.7990007996559143,-0.7958382077049464
477,venstre,0.004199938848614693,0.793559730052948,-0.7893597912043333
478,vettug,0.0030169247183948755,0.8591985702514648,-0.85618164553307
479,viderverdig,0.003915769979357719,0.7582533359527588,-0.7543375659734011
480,vidløftig,0.0035437685437500477,0.7411454319953918,-0.7376016634516418
481,vilkårlig,0.0042978134006261826,0.7375675439834595,-0.7332697305828333
482,voldsom,0.0035339826717972755,0.8525370955467224,-0.8490031128749251
483,vonbroten,0.003436930477619171,0.824571967124939,-0.8211350366473198
484,vrien,0.0026999926194548607,0.7787529826164246,-0.7760529899969697
485,ydmyk,0.002128258114680648,0.7946552634239197,-0.792527005309239
486,ynkrygget,0.0033157244324684143,0.7310950756072998,-0.7277793511748314
487,ærlig,0.0029082968831062317,0.7343007922172546,-0.7313924953341484
488,økumenisk,0.005340540315955877,0.7911466360092163,-0.7858060956932604
489,østerriksk,0.004671805538237095,0.8057366609573364,-0.8010648554190993
